,test_type,sql_query,sql_result,llm_user_query,llm_sql_query,llm_result,correct_result
17,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The Talbot Bank of Easton, Maryland"" ",602484,"What is the maximum total assets The Talbot Bank of Easton, Maryland ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""The Talbot Bank of Easton, Maryland""",602484,1
18,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Norwest Bank Lakewood, National Association""",1994-01-06 00:00:00,"What was the last update for Norwest Bank Lakewood, National Association?","SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Norwest Bank Lakewood, National Association""",1994-01-06 00:00:00,1
19,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Norwest Bank Lakewood, National Association"" ",215937,"What is the maximum total assets Norwest Bank Lakewood, National Association ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE dw_financial_institution_profiles.institution_name = ""Norwest Bank Lakewood, National Association""",215937,1
20,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Charter National Bank - Houston""",1997-06-26 00:00:00,What was the last update for Charter National Bank - Houston?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Charter National Bank - Houston""",1997-06-26 00:00:00,1
21,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Charter National Bank - Houston"" ",707319,What is the maximum total assets Charter National Bank - Houston ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
22,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Bowie National Bank""",1990-10-04 00:00:00,What was the last update for Bowie National Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Bowie National Bank' LIMIT 1;",1990-10-04 00:00:00,1
23,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Bowie National Bank"" ",12253,What is the maximum total assets Bowie National Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
24,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Marine National Bank of Waukesha""",1990-10-04 00:00:00,What was the last update for Marine National Bank of Waukesha?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Marine National Bank of Waukesha""",1990-10-04 00:00:00,1
25,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Marine National Bank of Waukesha"" ",,What is the maximum total assets Marine National Bank of Waukesha ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
26,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Hartford Plaza Bank""",1990-10-04 00:00:00,What was the last update for Hartford Plaza Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Hartford Plaza Bank""",1990-10-04 00:00:00,1
27,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Hartford Plaza Bank"" ",,What is the maximum total assets Hartford Plaza Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
28,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Western State Bank""",2022-08-31 00:00:00,What was the last update for Western State Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Western State Bank""",2022-08-31 00:00:00,1
29,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Western State Bank"" ",2072686,What is the maximum total assets Western State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
30,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Foundation One Bank""",2022-08-31 00:00:00,What was the last update for Foundation One Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Foundation One Bank' LIMIT 1",2022-08-31 00:00:00,1
31,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Foundation One Bank"" ",173286,What is the maximum total assets Foundation One Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
32,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Union National Bank of Kansas City""",1990-10-04 00:00:00,What was the last update for Union National Bank of Kansas City?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Union National Bank of Kansas City""",1990-10-04 00:00:00,1
33,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Union National Bank of Kansas City"" ",14125,What is the maximum total assets Union National Bank of Kansas City ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
34,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Community National Bank of Grand Forks""",2003-09-22 00:00:00,What was the last update for Community National Bank of Grand Forks?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Community National Bank of Grand Forks""",2003-09-22 00:00:00,1
35,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Community National Bank of Grand Forks"" ",120913,What is the maximum total assets Community National Bank of Grand Forks ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
36,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""East Des Moines National Bank""",1997-05-30 00:00:00,What was the last update for East Des Moines National Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""East Des Moines National Bank""",1997-05-30 00:00:00,1
37,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""East Des Moines National Bank"" ",103272,What is the maximum total assets East Des Moines National Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
38,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Farmers and Merchants Bank""",1997-11-14 00:00:00,What was the last update for Farmers and Merchants Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Farmers and Merchants Bank' LIMIT 1",1997-11-14 00:00:00,1
39,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Farmers and Merchants Bank"" ",840015,What is the maximum total assets Farmers and Merchants Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
40,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First National Bank of Northern California""",2018-07-18 00:00:00,What was the last update for First National Bank of Northern California?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First National Bank of Northern California""",2018-07-18 00:00:00,1
41,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First National Bank of Northern California"" ",1274482,What is the maximum total assets First National Bank of Northern California ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
42,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Southeast First National Bank of Satellite Beach""",1990-10-04 00:00:00,What was the last update for Southeast First National Bank of Satellite Beach?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Southeast First National Bank of Satellite Beach""",1990-10-04 00:00:00,1
43,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Southeast First National Bank of Satellite Beach"" ",,What is the maximum total assets Southeast First National Bank of Satellite Beach ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
44,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Florida Coast Bank of Lighthouse Point""",1990-10-04 00:00:00,What was the last update for Florida Coast Bank of Lighthouse Point?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Florida Coast Bank of Lighthouse Point"" LIMIT 1",1990-10-04 00:00:00,1
45,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Florida Coast Bank of Lighthouse Point"" ",,What is the maximum total assets Florida Coast Bank of Lighthouse Point ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
46,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Citizens National Bank""",2022-08-31 00:00:00,What was the last update for Citizens National Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Citizens National Bank""",2022-08-31 00:00:00,1
47,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Citizens National Bank"" ",1673328,What is the maximum total assets Citizens National Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
48,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Bank of Commerce""",2020-01-17 00:00:00,What was the last update for Bank of Commerce?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Bank of Commerce""",2020-01-17 00:00:00,1
49,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Bank of Commerce"" ",822004,What is the maximum total assets Bank of Commerce ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_6370""",973981,0
50,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""United Bank""",2022-08-31 00:00:00,What was the last update for United Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""United Bank"" LIMIT 1",2022-08-31 00:00:00,1
51,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""United Bank"" ",29155846,What is the maximum total assets United Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
52,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First City Bank of Atoka""",1990-10-04 00:00:00,What was the last update for First City Bank of Atoka?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First City Bank of Atoka""",1990-10-04 00:00:00,1
53,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First City Bank of Atoka"" ",11622,What is the maximum total assets First City Bank of Atoka ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
54,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Arizona Bank""",1999-11-08 00:00:00,What was the last update for Arizona Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Arizona Bank' LIMIT 1;",1999-11-08 00:00:00,1
55,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Arizona Bank"" ",1327486,What is the maximum total assets Arizona Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
56,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""North Houston Bank""",2009-11-03 00:00:00,What was the last update for North Houston Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""North Houston Bank""",2009-11-03 00:00:00,1
57,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""North Houston Bank"" ",325474,What is the maximum total assets North Houston Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
58,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Pacific State Bank""",2002-02-05 00:00:00,What was the last update for Pacific State Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Pacific State Bank""",2002-02-05 00:00:00,1
59,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Pacific State Bank"" ",312077,What is the maximum total assets Pacific State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
60,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Hampstead Bank of Carroll County, Maryland""",1990-10-04 00:00:00,"What was the last update for Hampstead Bank of Carroll County, Maryland?","SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""Hampstead Bank of Carroll County"" AND dw_financial_institution_profiles.state = ""MD""",,0
61,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Hampstead Bank of Carroll County, Maryland"" ",42716,"What is the maximum total assets Hampstead Bank of Carroll County, Maryland ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE dw_financial_institution_profiles.institution_name = ""Hampstead Bank of Carroll County"" AND dw_financial_institution_profiles.state = ""MD""",,0
62,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The First National Bank""",2021-09-13 00:00:00,What was the last update for The First National Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'The First National Bank' LIMIT 1",2021-09-13 00:00:00,1
63,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The First National Bank"" ",148607,What is the maximum total assets The First National Bank ever had?,SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = 'b_1',,0
64,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Sundown State Bank""",2022-08-31 00:00:00,What was the last update for Sundown State Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Sundown State Bank""",2022-08-31 00:00:00,1
65,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Sundown State Bank"" ",271108,What is the maximum total assets Sundown State Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
66,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""SouthTrust Bank of Central Florida""",1995-09-27 00:00:00,What was the last update for SouthTrust Bank of Central Florida?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""SouthTrust Bank of Central Florida""",1995-09-27 00:00:00,1
67,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""SouthTrust Bank of Central Florida"" ",790085,What is the maximum total assets SouthTrust Bank of Central Florida ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
68,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The Commercial State Bank""",1993-09-21 00:00:00,What was the last update for The Commercial State Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""The Commercial State Bank"" LIMIT 1",1993-09-21 00:00:00,1
69,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""The Commercial State Bank"" ",35719,What is the maximum total assets The Commercial State Bank ever had?,SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = 'b_1',,0
70,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First National Bank of Bellevue""",1998-12-07 00:00:00,What was the last update for First National Bank of Bellevue?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First National Bank of Bellevue""",1998-12-07 00:00:00,1
71,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First National Bank of Bellevue"" ",50709,What is the maximum total assets First National Bank of Bellevue ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
72,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First Midwest Bank/Deerfield, National Association""",1990-10-04 00:00:00,"What was the last update for First Midwest Bank/Deerfield, National Association?","SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First Midwest Bank/Deerfield, National Association""",1990-10-04 00:00:00,1
73,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First Midwest Bank/Deerfield, National Association"" ",91615,"What is the maximum total assets First Midwest Bank/Deerfield, National Association ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_41921""",582519,0
74,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First RepublicBank in Carrollton""",1990-10-04 00:00:00,What was the last update for First RepublicBank in Carrollton?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First RepublicBank"" AND dw_financial_institution_profiles.city = ""Carrollton""",,0
75,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First RepublicBank in Carrollton"" ",130319,What is the maximum total assets First RepublicBank in Carrollton ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""First RepublicBank"" AND city = ""Carrollton""",,0
76,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First NH-White Mountain Bank""",1997-02-05 00:00:00,What was the last update for First NH-White Mountain Bank?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First NH-White Mountain Bank""",1997-02-05 00:00:00,1
77,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First NH-White Mountain Bank"" ",244310,What is the maximum total assets First NH-White Mountain Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
78,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Continental Bank""",1994-09-09 00:00:00,What was the last update for Continental Bank?,"SELECT ""last_update"" FROM dw_financial_institution_profiles WHERE ""institution_name"" = 'Continental Bank' LIMIT 1",1994-09-09 00:00:00,1
79,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Continental Bank"" ",3633556,What is the maximum total assets Continental Bank ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
80,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""National City Bank of Baltimore""",1997-09-12 00:00:00,What was the last update for National City Bank of Baltimore?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""National City Bank of Baltimore""",1997-09-12 00:00:00,1
81,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""National City Bank of Baltimore"" ",,What is the maximum total assets National City Bank of Baltimore ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
82,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Hagerstown Trust Company""",2009-09-28 00:00:00,What was the last update for Hagerstown Trust Company?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Hagerstown Trust Company""",2009-09-28 00:00:00,1
83,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Hagerstown Trust Company"" ",563424,What is the maximum total assets Hagerstown Trust Company ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
84,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""La Salle Bank Westmont""",1995-06-16 00:00:00,What was the last update for La Salle Bank Westmont?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""La Salle Bank Westmont""",1995-06-16 00:00:00,1
85,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""La Salle Bank Westmont"" ",221721,What is the maximum total assets La Salle Bank Westmont ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
86,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""MBank Denton County, National Association""",1990-10-04 00:00:00,"What was the last update for MBank Denton County, National Association?","SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""MBank Denton County, National Association""",1990-10-04 00:00:00,1
87,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""MBank Denton County, National Association"" ",220122,"What is the maximum total assets MBank Denton County, National Association ever had?","SELECT MAX(total_assets) FROM dw_financial_institution_money INNER JOIN dw_financial_institution_profiles ON dw_financial_institution_money.inst_id = dw_financial_institution_profiles.inst_id WHERE institution_name = ""MBank Denton County, National Association""",220122,1
88,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First National Bank of Brevard""",1990-10-04 00:00:00,What was the last update for First National Bank of Brevard?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First National Bank of Brevard""",1990-10-04 00:00:00,1
89,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First National Bank of Brevard"" ",72151,What is the maximum total assets First National Bank of Brevard ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
90,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""Sun Bank of Midtown""",1999-09-18 00:00:00,What was the last update for Sun Bank of Midtown?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""Sun Bank of Midtown"" LIMIT 1",1999-09-18 00:00:00,1
91,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""Sun Bank of Midtown"" ",,What is the maximum total assets Sun Bank of Midtown ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,1
92,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""First Bank & Trust Company""",2016-09-23 00:00:00,What was the last update for First Bank & Trust Company?,"SELECT dw_financial_institution_profiles.last_update FROM dw_financial_institution_profiles WHERE dw_financial_institution_profiles.institution_name = ""First Bank & Trust Company"" LIMIT 1",2016-09-23 00:00:00,1
93,join_max,"SELECT max(total_assets) FROM dw_financial_institution_money AS m LEFT JOIN dw_financial_institution_profiles AS p ON p.inst_id = m.inst_id WHERE p.institution_name = ""First Bank & Trust Company"" ",286952,What is the maximum total assets First Bank & Trust Company ever had?,"SELECT MAX(total_assets) FROM dw_financial_institution_money WHERE inst_id = ""b_1""",,0
94,last_update,"SELECT last_update FROM dw_financial_institution_profiles AS p WHERE p.institution_name = ""The Farmers Bank""",2022-08-31 00:00:00,What was the last update for The Farmers Bank?,"SELECT last_update FROM dw_financial_institution_profiles WHERE institution_name = ""The Farmers Bank"" LIMIT 1",2022-08-31 00:00:00,1
